Datetime,Frequency (kHz),Capacitance (nF),Resistance (kOhm)
2024-02-29 12:55:00,0.332373,951.78664,0.0
2024-02-29 12:55:00,0.332373,962.77344,0.0
2024-02-29 12:55:01,0.332704,962.77344,0.0
2024-02-29 12:55:01,0.332704,961.81344,0.0
2024-02-29 12:55:01,0.33276,961.81344,0.0
2024-02-29 12:55:01,0.33276,961.65344,0.0
2024-02-29 12:55:02,0.334317,961.65344,0.0
2024-02-29 12:55:02,0.334317,957.17344,0.0
2024-02-29 12:55:02,0.332649,957.17344,0.0
2024-02-29 12:55:03,0.332649,961.97344,0.0
2024-02-29 12:55:03,0.332483,961.97344,0.0
2024-02-29 12:55:03,0.332483,962.45344,0.0
2024-02-29 12:55:03,0.33016,962.45344,0.0
2024-02-29 12:55:03,0.33016,969.22664,0.0
2024-02-29 12:55:03,0.330487,969.22664,0.0
2024-02-29 12:55:04,0.330487,968.26672,0.0
2024-02-29 12:55:04,0.333185,968.26672,0.0
2024-02-29 12:55:04,0.333185,960.4268,0.0
2024-02-29 12:55:04,0.332944,960.4268,0.0
2024-02-29 12:55:04,0.332944,961.12,0.0
2024-02-29 12:55:04,0.333148,961.12,0.0
2024-02-29 12:55:04,0.333148,960.53344,0.0
2024-02-29 12:55:05,0.330943,960.53344,0.0
2024-02-29 12:55:05,0.330943,966.93344,0.0
2024-02-29 12:55:05,0.332502,966.93344,0.0
2024-02-29 12:55:05,0.332502,962.4,0.0
2024-02-29 12:55:05,0.330305,962.4,0.0
2024-02-29 12:55:05,0.330305,968.8,0.0
2024-02-29 12:55:05,0.33118,968.8,0.0
2024-02-29 12:55:06,0.33118,966.23992,0.0
2024-02-29 12:55:06,0.331821,966.23992,0.0
2024-02-29 12:55:06,0.331821,964.37344,0.0
2024-02-29 12:55:06,0.333685,964.37344,0.0
2024-02-29 12:55:06,0.333685,958.98672,0.0
2024-02-29 12:55:06,0.331253,958.98672,0.0
2024-02-29 12:55:06,0.331253,966.02648,0.0
2024-02-29 12:55:07,0.332963,966.02648,0.0
2024-02-29 12:55:07,0.332963,961.06672,0.0
2024-02-29 12:55:07,0.330669,961.06672,0.0
2024-02-29 12:55:07,0.330669,967.73344,0.0
2024-02-29 12:55:07,0.333648,967.73344,0.0
2024-02-29 12:55:07,0.333648,959.09344,0.0
2024-02-29 12:55:08,0.333203,959.09344,0.0
2024-02-29 12:55:08,0.333203,960.37344,0.0
2024-02-29 12:55:08,0.33252,960.37344,0.0
2024-02-29 12:55:08,0.33252,962.34672,0.0
2024-02-29 12:55:08,0.332815,962.34672,0.0
2024-02-29 12:55:08,0.332815,961.49344,0.0
2024-02-29 12:55:08,0.333425,961.49344,0.0
2024-02-29 12:55:09,0.333425,959.73344,0.0
2024-02-29 12:55:09,0.332575,959.73344,0.0
2024-02-29 12:55:09,0.332575,962.18672,0.0
2024-02-29 12:55:09,0.330979,962.18672,0.0
2024-02-29 12:55:09,0.330979,966.82664,0.0
2024-02-29 12:55:09,0.331766,966.82664,0.0
2024-02-29 12:55:09,0.331766,964.53328,0.0
2024-02-29 12:55:10,0.334075,964.53328,0.0
2024-02-29 12:55:10,0.334075,957.86672,0.0
2024-02-29 12:55:10,0.332631,957.86672,0.0
2024-02-29 12:55:10,0.332631,962.0268,0.0
2024-02-29 12:55:10,0.332262,962.0268,0.0
2024-02-29 12:55:10,0.332262,963.09344,0.0
2024-02-29 12:55:11,0.331748,963.09344,0.0
2024-02-29 12:55:11,0.331748,964.5868,0.0
2024-02-29 12:55:11,0.33195,964.5868,0.0
2024-02-29 12:55:11,0.33195,964.0,0.0
2024-02-29 12:55:11,0.33324,964.0,0.0
2024-02-29 12:55:11,0.33324,960.2668,0.0
2024-02-29 12:55:11,0.332981,960.2668,0.0
2024-02-29 12:55:12,0.332981,961.01352,0.0
2024-02-29 12:55:12,0.33337,961.01352,0.0
2024-02-29 12:55:12,0.33337,959.89328,0.0
2024-02-29 12:55:12,0.332115,959.89328,0.0
2024-02-29 12:55:12,0.332115,963.51992,0.0
2024-02-29 12:55:12,0.333667,963.51992,0.0
2024-02-29 12:55:12,0.333667,959.04,0.0
2024-02-29 12:55:13,0.333203,959.04,0.0
2024-02-29 12:55:13,0.333203,960.37344,0.0
2024-02-29 12:55:13,0.333611,960.37344,0.0
2024-02-29 12:55:13,0.333611,959.19992,0.0
2024-02-29 12:55:13,0.332667,959.19992,0.0
2024-02-29 12:55:14,0.332667,961.92,0.0
2024-02-29 12:55:14,0.332944,961.92,0.0
2024-02-29 12:55:14,0.332944,961.12,0.0
2024-02-29 12:55:14,0.330651,961.12,0.0
2024-02-29 12:55:14,0.330651,967.78672,0.0
2024-02-29 12:55:14,0.331968,967.78672,0.0
2024-02-29 12:55:14,0.331968,963.94672,0.0
2024-02-29 12:55:15,0.332152,963.94672,0.0
2024-02-29 12:55:15,0.332152,963.41344,0.0
2024-02-29 12:55:15,0.332428,963.41344,0.0
2024-02-29 12:55:15,0.332428,962.61344,0.0
2024-02-29 12:55:15,0.333667,962.61344,0.0
2024-02-29 12:55:15,0.333667,959.04,0.0
2024-02-29 12:55:16,0.332723,959.04,0.0
2024-02-29 12:55:16,0.332723,961.76,0.0
2024-02-29 12:55:16,0.332852,961.76,0.0
2024-02-29 12:55:16,0.332852,961.38672,0.0
2024-02-29 12:55:16,0.331436,961.38672,0.0
2024-02-29 12:55:16,0.331436,965.49328,0.0
2024-02-29 12:55:16,0.331784,965.49328,0.0
2024-02-29 12:55:17,0.331784,964.48,0.0
2024-02-29 12:55:17,0.332391,964.48,0.0
2024-02-29 12:55:17,0.332391,962.72,0.0
2024-02-29 12:55:17,0.331125,962.72,0.0
2024-02-29 12:55:17,0.331125,966.39992,0.0
2024-02-29 12:55:17,0.332189,966.39992,0.0
2024-02-29 12:55:17,0.332189,963.30664,0.0
2024-02-29 12:55:18,0.331564,963.30664,0.0
2024-02-29 12:55:18,0.331564,965.12,0.0
2024-02-29 12:55:18,0.33276,965.12,0.0
2024-02-29 12:55:18,0.33276,961.65344,0.0
2024-02-29 12:55:18,0.333537,961.65344,0.0
2024-02-29 12:55:18,0.333537,959.41352,0.0
2024-02-29 12:55:19,0.334336,959.41352,0.0
2024-02-29 12:55:19,0.334336,957.12,0.0
2024-02-29 12:55:19,0.333463,957.12,0.0
2024-02-29 12:55:19,0.333463,959.62664,0.0
2024-02-29 12:55:19,0.333518,959.62664,0.0
2024-02-29 12:55:19,0.333518,959.4668,0.0
2024-02-29 12:55:19,0.333,959.4668,0.0
2024-02-29 12:55:20,0.333,960.96,0.0
2024-02-29 12:55:20,0.332907,960.96,0.0
2024-02-29 12:55:20,0.332907,961.2268,0.0
2024-02-29 12:55:20,0.333111,961.2268,0.0
2024-02-29 12:55:20,0.333111,960.64024,0.0
2024-02-29 12:55:20,0.330888,960.64024,0.0
2024-02-29 12:55:20,0.330888,967.09328,0.0
2024-02-29 12:55:21,0.333871,967.09328,0.0
2024-02-29 12:55:21,0.333871,958.45344,0.0
2024-02-29 12:55:21,0.332317,958.45344,0.0
2024-02-29 12:55:21,0.332317,962.93328,0.0
2024-02-29 12:55:21,0.332299,962.93328,0.0
2024-02-29 12:55:22,0.332299,962.98672,0.0
2024-02-29 12:55:22,0.331107,962.98672,0.0
2024-02-29 12:55:22,0.331107,966.45344,0.0
2024-02-29 12:55:22,0.333945,966.45344,0.0
2024-02-29 12:55:22,0.333945,958.24024,0.0
2024-02-29 12:55:22,0.333259,958.24024,0.0
2024-02-29 12:55:23,0.333259,960.21344,0.0
2024-02-29 12:55:23,0.333314,960.21344,0.0
2024-02-29 12:55:23,0.333314,960.05344,0.0
2024-02-29 12:55:23,0.333092,960.05344,0.0
2024-02-29 12:55:23,0.333092,960.69344,0.0
2024-02-29 12:55:23,0.331729,960.69344,0.0
2024-02-29 12:55:23,0.331729,964.63992,0.0
2024-02-29 12:55:24,0.3335,964.63992,0.0
2024-02-29 12:55:24,0.3335,959.51992,0.0
2024-02-29 12:55:24,0.333704,959.51992,0.0
2024-02-29 12:55:24,0.333704,958.93328,0.0
2024-02-29 12:55:24,0.334354,958.93328,0.0
2024-02-29 12:55:24,0.334354,957.06672,0.0
2024-02-29 12:55:24,0.330851,957.06672,0.0
2024-02-29 12:55:25,0.330851,967.19992,0.0
2024-02-29 12:55:25,0.33217,967.19992,0.0
2024-02-29 12:55:25,0.33217,963.36,0.0
2024-02-29 12:55:25,0.332704,963.36,0.0
