Datetime,Frequency (kHz),Capacitance (nF)
2024-02-28 19:13:13,3.266194,98.24
2024-02-28 19:13:13,3.266194,97.973344
2024-02-28 19:13:14,3.275109,97.973344
2024-02-28 19:13:14,3.275109,97.706664
2024-02-28 19:13:14,3.236246,97.706664
2024-02-28 19:13:14,3.236246,98.88
2024-02-28 19:14:10,3.236246,98.88
2024-02-28 19:14:10,3.236246,99.68
2024-02-28 19:14:10,3.194887,99.68
2024-02-28 19:14:10,3.194887,100.16
2024-02-28 19:14:11,3.188097,100.16
2024-02-28 19:14:11,3.188097,100.37334
2024-02-28 19:14:11,3.208555,100.37334
2024-02-28 19:14:11,3.208555,99.733344
2024-02-28 19:14:11,3.227542,99.733344
2024-02-28 19:14:11,3.227542,99.146672
2024-02-28 19:14:21,1.588141,99.146672
2024-02-28 19:14:21,1.588141,201.49334
2024-02-28 19:14:22,1.585623,201.49334
2024-02-28 19:14:22,1.585623,201.81336
2024-02-28 19:14:22,1.599573,201.81336
2024-02-28 19:14:22,1.599573,200.05334
2024-02-28 19:14:23,1.589404,200.05334
2024-02-28 19:14:23,1.589404,201.33332
2024-02-28 19:14:23,1.597869,201.33332
2024-02-28 19:14:23,1.597869,200.26668
2024-02-28 19:14:23,1.599573,200.26668
2024-02-28 19:14:24,1.599573,200.05334
2024-02-28 19:14:24,1.59532,200.05334
2024-02-28 19:14:24,1.59532,200.58668
2024-02-28 19:14:24,1.601281,200.58668
2024-02-28 19:14:24,1.601281,199.84
2024-02-28 19:14:25,1.603849,199.84
2024-02-28 19:14:25,1.603849,199.52
2024-02-28 19:14:25,1.600853,199.52
2024-02-28 19:14:25,1.600853,199.89336
2024-02-28 19:14:26,1.596169,199.89336
2024-02-28 19:14:26,1.596169,200.47998
2024-02-28 19:14:26,1.597019,200.47998
2024-02-28 19:14:26,1.597019,200.37332
2024-02-28 19:14:26,1.596169,200.37332
2024-02-28 19:14:27,1.596169,200.47998
2024-02-28 19:14:27,1.596593,200.47998
2024-02-28 19:14:28,1.596593,200.42668
2024-02-28 19:14:28,1.593202,200.42668
2024-02-28 19:14:28,1.593202,200.85332
2024-02-28 19:14:28,1.59532,200.85332
2024-02-28 19:14:28,1.59532,200.58668
2024-02-28 19:14:29,1.605566,200.58668
2024-02-28 19:14:29,1.605566,199.30669
2024-02-28 19:14:29,1.597869,199.30669
2024-02-28 19:14:29,1.597869,200.26668
2024-02-28 19:14:30,1.587721,200.26668
2024-02-28 19:14:30,1.587721,201.54668
2024-02-28 19:14:42,214.28572,201.54668
2024-02-28 19:14:42,214.28572,1.493333
2024-02-28 19:14:42,222.22222,1.493333
2024-02-28 19:14:42,222.22222,1.44
2024-02-28 19:14:43,206.89656,1.44
2024-02-28 19:14:43,206.89656,1.546666
2024-02-28 19:14:43,206.89656,1.546666
2024-02-28 19:14:43,206.89656,1.546666
2024-02-28 19:14:44,206.89656,1.546666
2024-02-28 19:14:44,206.89656,1.546666
2024-02-28 19:14:44,214.28572,1.546666
2024-02-28 19:14:44,214.28572,1.493333
2024-02-28 19:14:44,214.28572,1.493333
2024-02-28 19:14:45,214.28572,1.493333
2024-02-28 19:14:45,214.28572,1.493333
2024-02-28 19:14:45,214.28572,1.493333
2024-02-28 19:14:45,214.28572,1.493333
2024-02-28 19:14:45,214.28572,1.493333
2024-02-28 19:14:46,214.28572,1.493333
2024-02-28 19:14:46,214.28572,1.493333
2024-02-28 19:14:47,206.89656,1.493333
2024-02-28 19:14:47,206.89656,1.546666
2024-02-28 19:14:47,206.89656,1.546666
2024-02-28 19:14:47,206.89656,1.546666
2024-02-28 19:14:48,206.89656,1.546666
2024-02-28 19:14:48,206.89656,1.546666
2024-02-28 19:15:02,3.217158,1.546666
2024-02-28 19:15:02,3.217158,99.466672
2024-02-28 19:15:03,3.211992,99.466672
2024-02-28 19:15:03,3.211992,99.62668
2024-02-28 19:15:03,3.213712,99.62668
2024-02-28 19:15:03,3.213712,99.573328
2024-02-28 19:15:03,3.205128,99.573328
2024-02-28 19:15:04,3.205128,99.84
2024-02-28 19:15:04,3.2345,99.84
2024-02-28 19:15:04,3.2345,98.933344
2024-02-28 19:15:04,3.222341,98.933344
2024-02-28 19:15:04,3.222341,99.306672
2024-02-28 19:15:05,3.23974,99.306672
2024-02-28 19:15:05,3.23974,98.773328
2024-02-28 19:15:05,3.201707,98.773328
2024-02-28 19:15:05,3.201707,99.94668
2024-02-28 19:15:06,3.062786,99.94668
2024-02-28 19:15:06,3.062786,104.48
2024-02-28 19:15:06,3.248511,104.48
2024-02-28 19:15:06,3.248511,98.50668
2024-02-28 19:15:06,3.222341,98.50668
2024-02-28 19:15:07,3.222341,99.306672
2024-02-28 19:15:07,3.20684,99.306672
2024-02-28 19:15:07,3.20684,99.786672
2024-02-28 19:15:07,3.208555,99.786672
2024-02-28 19:15:07,3.208555,99.733344
2024-02-28 19:15:09,3.232758,99.733344
2024-02-28 19:15:09,3.232758,98.986672
2024-02-28 19:15:09,3.19659,98.986672
2024-02-28 19:15:10,3.19659,100.10666
2024-02-28 19:15:10,3.218884,100.10666
2024-02-28 19:15:10,3.218884,99.413328
2024-02-28 19:15:10,3.218884,99.413328
2024-02-28 19:15:10,3.218884,99.413328
2024-02-28 19:15:11,3.225806,99.413328
2024-02-28 19:15:11,3.225806,99.2
2024-02-28 19:15:11,3.23974,99.2
2024-02-28 19:15:11,3.23974,98.773328
2024-02-28 19:15:11,3.224073,98.773328
2024-02-28 19:15:12,3.224073,99.25332
2024-02-28 19:15:12,3.215434,99.25332
2024-02-28 19:15:12,3.215434,99.52
2024-02-28 19:15:12,3.23974,99.52
2024-02-28 19:15:12,3.23974,98.773328
2024-02-28 19:15:13,3.225806,98.773328
2024-02-28 19:15:13,3.225806,99.2
2024-02-28 19:15:13,3.248511,99.2
2024-02-28 19:15:13,3.248511,98.50668
2024-02-28 19:15:14,3.059663,98.50668
2024-02-28 19:15:14,3.059663,104.58667
2024-02-28 19:15:14,3.217158,104.58667
2024-02-28 19:15:14,3.217158,99.466672
2024-02-28 19:15:14,3.218884,99.466672
2024-02-28 19:15:15,3.218884,99.413328
2024-02-28 19:15:15,3.105589,99.413328
2024-02-28 19:15:15,3.105589,103.04
2024-02-28 19:15:15,3.218884,103.04
2024-02-28 19:15:15,3.218884,99.413328
2024-02-28 19:15:16,3.053435,99.413328
2024-02-28 19:15:16,3.053435,104.8
2024-02-28 19:15:16,3.237992,104.8
2024-02-28 19:15:16,3.237992,98.82668
2024-02-28 19:15:17,3.224073,98.82668
2024-02-28 19:15:17,3.224073,99.25332
2024-02-28 19:15:17,3.076923,99.25332
2024-02-28 19:15:17,3.076923,104.0
2024-02-28 19:15:17,3.224073,104.0
2024-02-28 19:15:18,3.224073,99.25332
2024-02-28 19:15:18,3.194887,99.25332
2024-02-28 19:15:18,3.194887,100.16
2024-02-28 19:15:18,3.227542,100.16
2024-02-28 19:15:18,3.227542,99.146672
2024-02-28 19:15:19,3.244996,99.146672
2024-02-28 19:15:19,3.244996,98.613328
2024-02-28 19:15:19,3.075346,98.613328
2024-02-28 19:15:19,3.075346,104.05335
2024-02-28 19:15:20,3.20684,104.05335
2024-02-28 19:15:20,3.20684,99.786672
2024-02-28 19:15:20,3.218884,99.786672
2024-02-28 19:15:20,3.218884,99.413328
2024-02-28 19:15:20,3.181336,99.413328
2024-02-28 19:15:21,3.181336,100.58667
2024-02-28 19:15:21,3.244996,100.58667
2024-02-28 19:15:21,3.244996,98.613328
2024-02-28 19:15:21,3.059663,98.613328
2024-02-28 19:15:21,3.059663,104.58667
2024-02-28 19:15:22,3.224073,104.58667
2024-02-28 19:15:22,3.224073,99.25332
2024-02-28 19:15:22,3.2345,99.25332
2024-02-28 19:15:22,3.2345,98.933344
2024-02-28 19:15:23,3.054989,98.933344
2024-02-28 19:15:23,3.054989,104.74667
2024-02-28 19:15:23,3.257328,104.74667
2024-02-28 19:15:23,3.257328,98.24
2024-02-28 19:15:23,3.232758,98.24
2024-02-28 19:15:24,3.232758,98.986672
2024-02-28 19:15:24,3.225806,98.986672
2024-02-28 19:15:24,3.225806,99.2
2024-02-28 19:15:24,3.252032,99.2
2024-02-28 19:15:24,3.252032,98.4
2024-02-28 19:15:25,3.076923,98.4
2024-02-28 19:15:25,3.076923,104.0
2024-02-28 19:15:25,3.244996,104.0
2024-02-28 19:15:25,3.244996,98.613328
2024-02-28 19:15:26,3.232758,98.613328
2024-02-28 19:15:26,3.232758,98.986672
2024-02-28 19:15:27,3.056546,98.986672
2024-02-28 19:15:27,3.056546,104.69334
2024-02-28 19:15:28,3.23974,104.69334
2024-02-28 19:15:28,3.23974,98.773328
2024-02-28 19:15:28,3.227542,98.773328
2024-02-28 19:15:28,3.227542,99.146672
2024-02-28 19:15:28,3.102378,99.146672
2024-02-28 19:15:29,3.102378,103.14667
2024-02-28 19:15:29,3.225806,103.14667
2024-02-28 19:15:29,3.225806,99.2
2024-02-28 19:15:29,3.047231,99.2
2024-02-28 19:15:29,3.047231,105.01334
2024-02-28 19:15:30,3.255561,105.01334
2024-02-28 19:15:30,3.255561,98.293328
2024-02-28 19:15:30,3.222341,98.293328
2024-02-28 19:15:30,3.222341,99.306672
2024-02-28 19:15:31,3.070624,99.306672
2024-02-28 19:15:31,3.070624,104.21333
2024-02-28 19:15:31,3.257328,104.21333
2024-02-28 19:15:31,3.257328,98.24
2024-02-28 19:15:31,3.237992,98.24
2024-02-28 19:15:32,3.237992,98.82668
2024-02-28 19:15:32,3.250271,98.82668
2024-02-28 19:15:32,3.250271,98.453328
2024-02-28 19:15:32,3.253795,98.453328
2024-02-28 19:15:32,3.253795,98.346672
2024-02-28 19:15:33,3.244996,98.346672
2024-02-28 19:15:33,3.244996,98.613328
2024-02-28 19:15:34,3.246753,98.613328
2024-02-28 19:15:34,3.246753,98.56
2024-02-28 19:15:34,3.237992,98.56
2024-02-28 19:15:34,3.237992,98.82668
2024-02-28 19:15:35,3.264417,98.82668
2024-02-28 19:15:35,3.264417,98.026664
2024-02-28 19:15:35,3.081664,98.026664
2024-02-28 19:15:35,3.081664,103.84
2024-02-28 19:15:35,3.232758,103.84
2024-02-28 19:15:36,3.232758,98.986672
2024-02-28 19:15:36,3.23974,98.986672
2024-02-28 19:15:36,3.23974,98.773328
2024-02-28 19:15:36,3.232758,98.773328
2024-02-28 19:15:36,3.232758,98.986672
2024-02-28 19:15:37,3.225806,98.986672
2024-02-28 19:15:37,3.225806,99.2
2024-02-28 19:15:37,3.095975,99.2
2024-02-28 19:15:37,3.095975,103.35999
2024-02-28 19:15:38,3.236246,103.35999
2024-02-28 19:15:38,3.236246,98.88
2024-02-28 19:15:38,3.231017,98.88
2024-02-28 19:15:38,3.231017,99.04
2024-02-28 19:15:38,3.225806,99.04
2024-02-28 19:15:39,3.225806,99.2
2024-02-28 19:15:39,3.229278,99.2
2024-02-28 19:15:39,3.229278,99.093344
2024-02-28 19:15:39,3.069053,99.093344
2024-02-28 19:15:39,3.069053,104.26666
2024-02-28 19:15:40,3.231017,104.26666
2024-02-28 19:15:40,3.231017,99.04
2024-02-28 19:15:40,3.236246,99.04
2024-02-28 19:15:40,3.236246,98.88
2024-02-28 19:15:41,3.112033,98.88
2024-02-28 19:15:41,3.112033,102.82666
2024-02-28 19:15:41,3.231017,102.82666
2024-02-28 19:15:41,3.231017,99.04
2024-02-28 19:15:41,3.051882,99.04
2024-02-28 19:15:42,3.051882,104.85333
2024-02-28 19:15:42,3.246753,104.85333
2024-02-28 19:15:42,3.246753,98.56
2024-02-28 19:15:42,3.236246,98.56
2024-02-28 19:15:42,3.236246,98.88
2024-02-28 19:15:43,3.064351,98.88
2024-02-28 19:15:43,3.064351,104.42666
2024-02-28 19:15:43,3.255561,104.42666
2024-02-28 19:15:43,3.255561,98.293328
2024-02-28 19:15:44,3.257328,98.293328
2024-02-28 19:15:44,3.257328,98.24
2024-02-28 19:15:44,3.237992,98.24
2024-02-28 19:15:44,3.237992,98.82668
2024-02-28 19:15:44,3.250271,98.82668
2024-02-28 19:15:45,3.250271,98.453328
2024-02-28 19:15:45,3.075346,98.453328
2024-02-28 19:15:45,3.075346,104.05335
2024-02-28 19:15:45,3.244996,104.05335
2024-02-28 19:15:45,3.244996,98.613328
2024-02-28 19:15:46,3.23974,98.613328
2024-02-28 19:15:46,3.23974,98.773328
2024-02-28 19:15:46,3.231017,98.773328
2024-02-28 19:15:46,3.231017,99.04
2024-02-28 19:15:47,3.227542,99.04
2024-02-28 19:15:47,3.227542,99.146672
2024-02-28 19:15:47,3.076923,99.146672
2024-02-28 19:15:47,3.076923,104.0
2024-02-28 19:15:48,3.255561,104.0
2024-02-28 19:15:48,3.255561,98.293328
2024-02-28 19:15:48,3.2345,98.293328
2024-02-28 19:15:49,3.2345,98.933344
2024-02-28 19:15:49,3.220611,98.933344
2024-02-28 19:15:49,3.220611,99.36
2024-02-28 19:15:49,3.062786,99.36
2024-02-28 19:15:49,3.062786,104.48
2024-02-28 19:15:50,3.243243,104.48
2024-02-28 19:15:50,3.243243,98.666672
2024-02-28 19:15:50,3.253795,98.666672
2024-02-28 19:15:50,3.253795,98.346672
2024-02-28 19:15:51,3.125,98.346672
2024-02-28 19:15:51,3.125,102.4
2024-02-28 19:15:51,3.232758,102.4
2024-02-28 19:15:51,3.232758,98.986672
2024-02-28 19:15:51,3.058104,98.986672
2024-02-28 19:15:52,3.058104,104.64
2024-02-28 19:15:52,3.262642,104.64
2024-02-28 19:15:52,3.262642,98.08
2024-02-28 19:15:52,3.231017,98.08
2024-02-28 19:15:52,3.231017,99.04
2024-02-28 19:15:53,3.257328,99.04
2024-02-28 19:15:53,3.257328,98.24
2024-02-28 19:15:54,3.136434,98.24
2024-02-28 19:15:54,3.136434,102.02667
2024-02-28 19:15:54,3.2345,102.02667
2024-02-28 19:15:54,3.2345,98.933344
2024-02-28 19:15:55,3.243243,98.933344
2024-02-28 19:15:55,3.243243,98.666672
2024-02-28 19:15:55,3.056546,98.666672
2024-02-28 19:15:55,3.056546,104.69334
2024-02-28 19:15:55,3.244996,104.69334
2024-02-28 19:15:56,3.244996,98.613328
2024-02-28 19:15:56,3.227542,98.613328
2024-02-28 19:15:56,3.227542,99.146672
2024-02-28 19:15:56,3.257328,99.146672
2024-02-28 19:15:56,3.257328,98.24
2024-02-28 19:15:57,3.250271,98.24
2024-02-28 19:15:57,3.250271,98.453328
2024-02-28 19:15:57,3.076923,98.453328
2024-02-28 19:15:57,3.076923,104.0
2024-02-28 19:15:58,3.250271,104.0
2024-02-28 19:15:58,3.250271,98.453328
2024-02-28 19:15:58,3.259098,98.453328
2024-02-28 19:15:58,3.259098,98.186672
2024-02-28 19:15:58,3.081664,98.186672
2024-02-28 19:15:59,3.081664,103.84
2024-02-28 19:15:59,3.252032,103.84
2024-02-28 19:15:59,3.252032,98.4
2024-02-28 19:15:59,3.09119,98.4
2024-02-28 19:15:59,3.09119,103.52
2024-02-28 19:16:00,3.257328,103.52
2024-02-28 19:16:00,3.257328,98.24
2024-02-28 19:16:00,3.26087,98.24
2024-02-28 19:16:00,3.26087,98.13332
2024-02-28 19:16:01,3.09119,98.13332
2024-02-28 19:16:01,3.09119,103.52
2024-02-28 19:16:01,3.23974,103.52
2024-02-28 19:16:01,3.23974,98.773328
2024-02-28 19:16:02,3.232758,98.773328
2024-02-28 19:16:02,3.232758,98.986672
2024-02-28 19:16:02,3.259098,98.986672
2024-02-28 19:16:03,3.259098,98.186672
2024-02-28 19:16:03,3.086419,98.186672
2024-02-28 19:16:03,3.086419,103.67999
2024-02-28 19:16:03,3.244996,103.67999
2024-02-28 19:16:03,3.244996,98.613328
2024-02-28 19:16:04,3.259098,98.613328
2024-02-28 19:16:04,3.259098,98.186672
2024-02-28 19:16:04,3.184713,98.186672
2024-02-28 19:16:04,3.184713,100.48
2024-02-28 19:16:05,3.2345,100.48
2024-02-28 19:16:05,3.2345,98.933344
2024-02-28 19:16:06,3.229278,98.933344
2024-02-28 19:16:06,3.229278,99.093344
2024-02-28 19:16:07,3.108808,99.093344
2024-02-28 19:16:07,3.108808,102.93334
2024-02-28 19:16:07,3.236246,102.93334
2024-02-28 19:16:07,3.236246,98.88
2024-02-28 19:16:07,3.054989,98.88
2024-02-28 19:16:08,3.054989,104.74667
2024-02-28 19:16:08,3.267973,104.74667
2024-02-28 19:16:08,3.267973,97.92
2024-02-28 19:16:08,3.262642,97.92
2024-02-28 19:16:08,3.262642,98.08
2024-02-28 19:16:09,3.26087,98.08
2024-02-28 19:16:09,3.26087,98.13332
2024-02-28 19:16:09,3.236246,98.13332
2024-02-28 19:16:09,3.236246,98.88
2024-02-28 19:16:10,3.266194,98.88
2024-02-28 19:16:10,3.266194,97.973344
2024-02-28 19:16:10,3.248511,97.973344
2024-02-28 19:16:10,3.248511,98.50668
2024-02-28 19:16:10,3.253795,98.50668
2024-02-28 19:16:11,3.253795,98.346672
2024-02-28 19:16:11,3.26087,98.346672
2024-02-28 19:16:11,3.26087,98.13332
2024-02-28 19:16:11,3.255561,98.13332
2024-02-28 19:16:11,3.255561,98.293328
2024-02-28 19:16:12,3.213712,98.293328
2024-02-28 19:16:12,3.213712,99.573328
2024-02-28 19:16:12,3.267973,99.573328
2024-02-28 19:16:12,3.267973,97.92
2024-02-28 19:16:13,3.257328,97.92
2024-02-28 19:16:13,3.257328,98.24
2024-02-28 19:16:13,3.227542,98.24
2024-02-28 19:16:13,3.227542,99.146672
2024-02-28 19:16:13,3.252032,99.146672
2024-02-28 19:16:14,3.252032,98.4
2024-02-28 19:16:14,3.205128,98.4
2024-02-28 19:16:14,3.205128,99.84
2024-02-28 19:16:14,3.244996,99.84
2024-02-28 19:16:14,3.244996,98.613328
2024-02-28 19:16:15,3.220611,98.613328
2024-02-28 19:16:15,3.220611,99.36
2024-02-28 19:16:15,3.23974,99.36
2024-02-28 19:16:15,3.23974,98.773328
2024-02-28 19:16:16,3.236246,98.773328
2024-02-28 19:16:16,3.236246,98.88
2024-02-28 19:16:17,3.030302,98.88
2024-02-28 19:16:17,3.030302,105.6
2024-02-28 19:16:17,3.2345,105.6
2024-02-28 19:16:17,3.2345,98.933344
2024-02-28 19:16:18,3.176283,98.933344
2024-02-28 19:16:18,3.176283,100.74667
2024-02-28 19:16:19,2.453988,100.74667
2024-02-28 19:16:19,2.453988,130.4
2024-02-28 19:16:19,0.352071,130.4
2024-02-28 19:16:19,0.352071,908.90664
2024-02-28 19:16:20,2.663115,908.90664
2024-02-28 19:16:21,2.663115,120.16
2024-02-28 19:16:21,2.599653,120.16
2024-02-28 19:16:21,2.599653,123.09331
2024-02-28 19:16:22,3.236246,123.09331
2024-02-28 19:16:22,3.236246,98.88
2024-02-28 19:16:22,2.982107,98.88
2024-02-28 19:16:22,2.982107,107.30668
2024-02-28 19:16:22,3.076923,107.30668
2024-02-28 19:16:23,3.076923,104.0
2024-02-28 19:16:29,3.115264,104.0
2024-02-28 19:16:29,3.115264,102.72
2024-02-28 19:16:29,3.229278,102.72
2024-02-28 19:16:29,3.229278,99.093344
2024-02-28 19:16:30,3.23974,99.093344
2024-02-28 19:16:30,3.23974,98.773328
2024-02-28 19:16:30,3.2345,98.773328
2024-02-28 19:16:30,3.2345,98.933344
2024-02-28 19:16:30,3.241491,98.933344
2024-02-28 19:16:31,3.241491,98.72
2024-02-28 19:16:33,3.194887,98.72
2024-02-28 19:16:33,3.194887,100.16
2024-02-28 19:16:34,3.215434,100.16
2024-02-28 19:16:34,3.215434,99.52
2024-02-28 19:16:34,3.231017,99.52
2024-02-28 19:16:34,3.231017,99.04
2024-02-28 19:16:34,3.211992,99.04
2024-02-28 19:16:35,3.211992,99.62668
2024-02-28 19:16:36,2.84495,99.62668
2024-02-28 19:16:36,2.84495,112.48
2024-02-28 19:16:37,3.189792,112.48
2024-02-28 19:16:37,3.189792,100.32
2024-02-28 19:16:37,3.220611,100.32
2024-02-28 19:16:37,3.220611,99.36
2024-02-28 19:16:37,3.229278,99.36
2024-02-28 19:16:38,3.229278,99.093344
2024-02-28 19:16:38,3.255561,99.093344
2024-02-28 19:16:38,3.255561,98.293328
2024-02-28 19:16:38,3.255561,98.293328
2024-02-28 19:16:39,3.255561,98.293328
2024-02-28 19:16:39,3.271537,98.293328
2024-02-28 19:16:39,3.271537,97.813328
2024-02-28 19:16:39,3.250271,97.813328
2024-02-28 19:16:39,3.250271,98.453328
2024-02-28 19:16:40,3.211992,98.453328
2024-02-28 19:16:40,3.211992,99.62668
2024-02-28 19:16:40,3.229278,99.62668
2024-02-28 19:16:40,3.229278,99.093344
2024-02-28 19:16:41,3.23974,99.093344
2024-02-28 19:16:41,3.23974,98.773328
2024-02-28 19:16:58,1.578532,98.773328
2024-02-28 19:16:58,1.578532,202.72
2024-02-28 19:16:59,1.597869,202.72
2024-02-28 19:16:59,1.597869,200.26668
2024-02-28 19:16:59,1.591512,200.26668
2024-02-28 19:16:59,1.591512,201.06666
2024-02-28 19:16:59,1.585623,201.06666
2024-02-28 19:17:00,1.585623,201.81336
2024-02-28 19:17:00,1.597019,201.81336
2024-02-28 19:17:00,1.597019,200.37332
2024-02-28 19:17:00,1.602992,200.37332
2024-02-28 19:17:00,1.602992,199.62669
2024-02-28 19:17:01,1.588983,199.62669
2024-02-28 19:17:01,1.588983,201.38666
2024-02-28 19:17:01,1.604707,201.38666
2024-02-28 19:17:01,1.604707,199.41333
2024-02-28 19:17:02,1.598721,199.41333
2024-02-28 19:17:02,1.598721,200.16
2024-02-28 19:17:03,1.592356,200.16
2024-02-28 19:17:03,1.592356,200.96
2024-02-28 19:17:03,1.593202,200.96
2024-02-28 19:17:03,1.593202,200.85332
2024-02-28 19:17:03,1.590668,200.85332
2024-02-28 19:17:04,1.590668,201.17334
2024-02-28 19:17:04,1.616379,201.17334
2024-02-28 19:17:04,1.616379,197.97334
2024-02-28 19:17:04,1.6,197.97334
2024-02-28 19:17:04,1.6,200.0
2024-02-28 19:17:05,1.534919,200.0
2024-02-28 19:17:05,1.534919,208.48
2024-02-28 19:17:05,1.613771,208.48
2024-02-28 19:17:05,1.613771,198.29334
2024-02-28 19:17:06,1.597869,198.29334
2024-02-28 19:17:06,1.597869,200.26668
2024-02-28 19:17:07,1.601708,200.26668
2024-02-28 19:17:07,1.601708,199.78666
2024-02-28 19:17:07,1.512477,199.78666
2024-02-28 19:17:07,1.512477,211.57336
2024-02-28 19:17:07,1.592356,211.57336
2024-02-28 19:17:08,1.592356,200.96
2024-02-28 19:17:08,1.599573,200.96
2024-02-28 19:17:08,1.599573,200.05334
2024-02-28 19:17:08,1.52207,200.05334
2024-02-28 19:17:08,1.52207,210.24
2024-02-28 19:17:09,1.585205,210.24
2024-02-28 19:17:09,1.585205,201.86668
2024-02-28 19:17:09,1.592356,201.86668
2024-02-28 19:17:09,1.592356,200.96
2024-02-28 19:17:10,1.530612,200.96
2024-02-28 19:17:10,1.530612,209.06666
2024-02-28 19:17:10,1.602992,209.06666
2024-02-28 19:17:10,1.602992,199.62669
2024-02-28 19:17:10,1.585205,199.62669
2024-02-28 19:17:11,1.585205,201.86668
2024-02-28 19:17:11,1.520527,201.86668
2024-02-28 19:17:11,1.520527,210.45336
2024-02-28 19:17:11,1.594472,210.45336
2024-02-28 19:17:11,1.594472,200.69334
2024-02-28 19:17:12,1.591512,200.69334
2024-02-28 19:17:12,1.591512,201.06666
2024-02-28 19:17:12,1.585205,201.06666
2024-02-28 19:17:12,1.585205,201.86668
2024-02-28 19:17:13,1.586462,201.86668
2024-02-28 19:17:13,1.586462,201.70666
2024-02-28 19:17:13,1.528273,201.70666
2024-02-28 19:17:13,1.528273,209.38668
2024-02-28 19:17:13,1.587721,209.38668
2024-02-28 19:17:14,1.587721,201.54668
2024-02-28 19:17:14,1.591934,201.54668
2024-02-28 19:17:14,1.591934,201.01334
2024-02-28 19:17:14,1.528662,201.01334
2024-02-28 19:17:14,1.528662,209.33336
2024-02-28 19:17:15,1.581444,209.33336
2024-02-28 19:17:15,1.581444,202.34666
2024-02-28 19:17:16,1.598295,202.34666
2024-02-28 19:17:16,1.598295,200.21332
2024-02-28 19:17:17,1.594896,200.21332
2024-02-28 19:17:17,1.594896,200.64
2024-02-28 19:17:17,1.590246,200.64
2024-02-28 19:17:17,1.590246,201.22666
2024-02-28 19:17:38,1.589404,201.22666
2024-02-28 19:17:38,1.589404,201.33332
2024-02-28 19:17:38,1.598721,201.33332
2024-02-28 19:17:38,1.598721,200.16
2024-02-28 19:17:39,1.598721,200.16
2024-02-28 19:17:39,1.598721,200.16
2024-02-28 19:17:39,1.594048,200.16
2024-02-28 19:17:39,1.594048,200.74668
2024-02-28 19:17:39,1.601708,200.74668
2024-02-28 19:17:40,1.601708,199.78666
2024-02-28 19:17:40,1.602992,199.78666
2024-02-28 19:17:40,1.602992,199.62669
2024-02-28 19:17:40,1.589825,199.62669
2024-02-28 19:17:40,1.589825,201.28
2024-02-28 19:17:41,1.598721,201.28
2024-02-28 19:17:41,1.598721,200.16
2024-02-28 19:17:41,1.597869,200.16
2024-02-28 19:17:41,1.597869,200.26668
2024-02-28 19:17:42,1.595744,200.26668
2024-02-28 19:17:42,1.595744,200.53334
2024-02-28 19:17:43,1.608148,200.53334
2024-02-28 19:17:43,1.608148,198.98666
2024-02-28 19:17:43,1.588562,198.98666
2024-02-28 19:17:43,1.588562,201.44
2024-02-28 19:17:43,1.598295,201.44
2024-02-28 19:17:44,1.598295,200.21332
2024-02-28 19:17:44,1.589825,200.21332
2024-02-28 19:17:44,1.589825,201.28
2024-02-28 19:17:45,1.605566,201.28
2024-02-28 19:17:45,1.605566,199.30669
2024-02-28 19:17:45,1.597443,199.30669
2024-02-28 19:17:45,1.597443,200.32
2024-02-28 19:17:46,1.534526,200.32
