Datetime,Frequency (kHz),Capacitance (nF),Resistance (kOhm)
2024-02-28 20:41:30,0.326281,999.62664,0.0
2024-02-28 20:41:30,0.326281,980.74672,0.0
2024-02-28 20:41:30,0.326406,980.74672,0.0
2024-02-28 20:41:31,0.326406,980.37344,0.0
2024-02-28 20:41:31,0.320187,980.37344,0.0
2024-02-28 20:41:31,0.320187,999.41352,0.0
2024-02-28 20:41:31,0.317628,999.41352,0.0
2024-02-28 20:41:31,0.317628,1007.4667,0.0
2024-02-28 20:41:31,0.313774,1007.4667,0.0
2024-02-28 20:41:31,0.313774,1019.84,0.0
2024-02-28 20:41:32,0.322754,1019.84,0.0
2024-02-28 20:41:32,0.322754,991.46672,0.0
2024-02-28 20:41:32,0.327546,991.46672,0.0
2024-02-28 20:41:32,0.327546,976.96,0.0
2024-02-28 20:41:32,0.324833,976.96,0.0
2024-02-28 20:41:32,0.324833,985.12,0.0
2024-02-28 20:41:33,0.326566,985.12,0.0
2024-02-28 20:41:33,0.326566,979.89344,0.0
2024-02-28 20:41:33,0.328066,979.89344,0.0
2024-02-28 20:41:33,0.328066,975.41344,0.0
2024-02-28 20:41:33,0.314037,975.41344,0.0
2024-02-28 20:41:34,0.314037,1018.9866,0.0
2024-02-28 20:41:34,0.313365,1018.9866,0.0
2024-02-28 20:41:34,0.313365,1021.1734,0.0
2024-02-28 20:41:34,0.329724,1021.1734,0.0
2024-02-28 20:41:34,0.329724,970.50664,0.0
2024-02-28 20:41:34,0.325344,970.50664,0.0
2024-02-28 20:41:34,0.325344,983.57344,0.0
2024-02-28 20:41:35,0.326548,983.57344,0.0
2024-02-28 20:41:35,0.326548,979.94672,0.0
2024-02-28 20:41:35,0.329815,979.94672,0.0
2024-02-28 20:41:35,0.329815,970.24,0.0
2024-02-28 20:41:35,0.332446,970.24,0.0
2024-02-28 20:41:35,0.332446,962.56,0.0
2024-02-28 20:41:35,0.33276,962.56,0.0
2024-02-28 20:41:36,0.33276,961.65344,0.0
2024-02-28 20:41:36,0.334001,961.65344,0.0
2024-02-28 20:41:36,0.334001,958.08,0.0
2024-02-28 20:41:36,0.332649,958.08,0.0
2024-02-28 20:41:36,0.332649,961.97344,0.0
2024-02-28 20:41:36,0.332723,961.97344,0.0
2024-02-28 20:41:37,0.332723,961.76,0.0
2024-02-28 20:41:37,0.325679,961.76,0.0
2024-02-28 20:41:38,0.325679,982.56,0.0
2024-02-28 20:41:38,0.332354,982.56,0.0
2024-02-28 20:41:38,0.332354,962.8268,0.0
2024-02-28 20:41:38,0.333203,962.8268,0.0
2024-02-28 20:41:38,0.333203,960.37344,0.0
2024-02-28 20:41:38,0.333778,960.37344,0.0
2024-02-28 20:41:38,0.333778,958.71992,0.0
2024-02-28 20:41:39,0.332575,958.71992,0.0
2024-02-28 20:41:39,0.332575,962.18672,0.0
2024-02-28 20:41:39,0.335045,962.18672,0.0
2024-02-28 20:41:39,0.335045,955.09344,0.0
2024-02-28 20:41:39,0.3335,955.09344,0.0
2024-02-28 20:41:39,0.3335,959.51992,0.0
2024-02-28 20:41:40,0.329724,959.51992,0.0
2024-02-28 20:41:40,0.329724,970.50664,0.0
2024-02-28 20:41:40,0.327457,970.50664,0.0
2024-02-28 20:41:40,0.327457,977.22648,0.0
2024-02-28 20:41:40,0.324605,977.22648,0.0
2024-02-28 20:41:40,0.324605,985.81352,0.0
2024-02-28 20:41:42,0.332575,985.81352,0.0
2024-02-28 20:41:42,0.332575,962.18672,0.0
2024-02-28 20:41:42,0.333185,962.18672,0.0
2024-02-28 20:41:42,0.333185,960.4268,0.0
2024-02-28 20:41:42,0.333555,960.4268,0.0
2024-02-28 20:41:42,0.333555,959.36,0.0
2024-02-28 20:41:42,0.329272,959.36,0.0
2024-02-28 20:41:43,0.329272,971.84,0.0
2024-02-28 20:41:43,0.322667,971.84,0.0
2024-02-28 20:41:43,0.322667,991.73344,0.0
2024-02-28 20:41:43,0.320256,991.73344,0.0
2024-02-28 20:41:43,0.320256,999.2,0.0
2024-02-28 20:41:43,0.317225,999.2,0.0
2024-02-28 20:41:43,0.317225,1008.7467,0.0
2024-02-28 20:41:44,0.33087,1008.7467,0.0
2024-02-28 20:41:44,0.33087,967.1468,0.0
2024-02-28 20:41:44,0.323781,967.1468,0.0
2024-02-28 20:41:44,0.323781,988.32,0.0
2024-02-28 20:41:44,0.335795,988.32,0.0
2024-02-28 20:41:44,0.335795,952.96,0.0
2024-02-28 20:41:45,0.333037,952.96,0.0
2024-02-28 20:41:45,0.333037,960.85344,0.0
2024-02-28 20:41:45,0.331528,960.85344,0.0
2024-02-28 20:41:45,0.331528,965.2268,0.0
2024-02-28 20:41:45,0.333685,965.2268,0.0
2024-02-28 20:41:45,0.333685,958.98672,0.0
2024-02-28 20:41:45,0.331144,958.98672,0.0
2024-02-28 20:41:46,0.331144,966.34672,0.0
2024-02-28 20:41:46,0.336096,966.34672,0.0
2024-02-28 20:41:46,0.336096,952.10664,0.0
2024-02-28 20:41:47,0.325945,952.10664,0.0
2024-02-28 20:41:47,0.325945,981.76,0.0
2024-02-28 20:41:47,0.326726,981.76,0.0
2024-02-28 20:41:47,0.326726,979.41328,0.0
2024-02-28 20:41:48,0.319233,979.41328,0.0
2024-02-28 20:41:48,0.319233,1002.4,0.0
2024-02-28 20:41:48,0.319182,1002.4,0.0
2024-02-28 20:41:48,0.319182,1002.56,0.0
2024-02-28 20:41:48,0.328101,1002.56,0.0
2024-02-28 20:41:48,0.328101,975.30664,0.0
2024-02-28 20:41:48,0.32735,975.30664,0.0
2024-02-28 20:41:49,0.32735,977.5468,0.0
2024-02-28 20:41:49,0.334299,977.5468,0.0
2024-02-28 20:41:49,0.334299,957.22664,0.0
2024-02-28 20:41:49,0.332483,957.22664,0.0
2024-02-28 20:41:49,0.332483,962.45344,0.0
2024-02-28 20:41:49,0.332336,962.45344,0.0
2024-02-28 20:41:50,0.332336,962.88,0.0
2024-02-28 20:41:50,0.333927,962.88,0.0
2024-02-28 20:41:50,0.333927,958.29344,0.0
2024-02-28 20:41:50,0.333388,958.29344,0.0
2024-02-28 20:41:50,0.333388,959.84,0.0
2024-02-28 20:41:50,0.333092,959.84,0.0
2024-02-28 20:41:50,0.333092,960.69344,0.0
2024-02-28 20:41:51,0.334448,960.69344,0.0
2024-02-28 20:41:51,0.334448,956.8,0.0
2024-02-28 20:41:52,0.333574,956.8,0.0
2024-02-28 20:41:52,0.333574,959.30648,0.0
2024-02-28 20:41:52,375.0,959.30648,0.0
2024-02-28 20:41:53,375.0,0.853333,0.0
2024-02-28 20:41:53,0.327367,0.853333,0.0
2024-02-28 20:41:53,0.327367,977.49328,0.0
2024-02-28 20:41:53,0.333889,977.49328,0.0
2024-02-28 20:41:53,0.333889,958.4,0.0
2024-02-28 20:41:53,0.332225,958.4,0.0
2024-02-28 20:41:53,0.332225,963.2,0.0
2024-02-28 20:41:54,0.331107,963.2,0.0
2024-02-28 20:41:54,0.331107,966.45344,0.0
2024-02-28 20:41:54,0.333611,966.45344,0.0
2024-02-28 20:41:54,0.333611,959.19992,0.0
2024-02-28 20:41:54,0.333388,959.19992,0.0
2024-02-28 20:41:54,0.333388,959.84,0.0
2024-02-28 20:41:54,0.326761,959.84,0.0
2024-02-28 20:41:55,0.326761,979.30664,0.0
2024-02-28 20:41:55,0.322545,979.30664,0.0
2024-02-28 20:41:55,0.322545,992.10664,0.0
2024-02-28 20:41:55,0.319471,992.10664,0.0
2024-02-28 20:41:55,0.319471,1001.6534,0.0
2024-02-28 20:41:55,0.32175,1001.6534,0.0
2024-02-28 20:41:56,0.32175,994.56,0.0
2024-02-28 20:41:56,0.326424,994.56,0.0
2024-02-28 20:41:56,0.326424,980.32,0.0
2024-02-28 20:41:56,0.321853,980.32,0.0
2024-02-28 20:41:56,0.321853,994.24,0.0
2024-02-28 20:41:56,0.33469,994.24,0.0
2024-02-28 20:41:56,0.33469,956.10664,0.0
2024-02-28 20:41:57,0.33441,956.10664,0.0
2024-02-28 20:41:57,0.33441,956.90672,0.0
2024-02-28 20:41:57,0.333314,956.90672,0.0
2024-02-28 20:41:57,0.333314,960.05344,0.0
2024-02-28 20:41:57,0.332373,960.05344,0.0
2024-02-28 20:41:57,0.332373,962.77344,0.0
2024-02-28 20:41:57,0.334896,962.77344,0.0
2024-02-28 20:41:58,0.334896,955.52,0.0
2024-02-28 20:42:00,0.326441,955.52,0.0
2024-02-28 20:42:00,0.326441,980.26664,0.0
2024-02-28 20:42:00,0.320512,980.26664,0.0
2024-02-28 20:42:00,0.320512,998.4,0.0
2024-02-28 20:42:01,0.326104,998.4,0.0
2024-02-28 20:42:01,0.326104,981.28,0.0
2024-02-28 20:42:01,0.317695,981.28,0.0
2024-02-28 20:42:01,0.317695,1007.2534,0.0
2024-02-28 20:42:01,0.320324,1007.2534,0.0
2024-02-28 20:42:01,0.320324,998.98672,0.0
2024-02-28 20:42:01,0.326335,998.98672,0.0
2024-02-28 20:42:02,0.326335,980.58664,0.0
2024-02-28 20:42:02,0.325927,980.58664,0.0
2024-02-28 20:42:02,0.325927,981.81328,0.0
2024-02-28 20:42:02,0.334112,981.81328,0.0
2024-02-28 20:42:02,0.334112,957.76,0.0
2024-02-28 20:42:02,0.333722,957.76,0.0
2024-02-28 20:42:02,0.333722,958.88,0.0
2024-02-28 20:42:03,0.335889,958.88,0.0
2024-02-28 20:42:03,0.335889,952.69328,0.0
2024-02-28 20:42:03,0.334354,952.69328,0.0
2024-02-28 20:42:03,0.334354,957.06672,0.0
2024-02-28 20:42:03,0.333351,957.06672,0.0
2024-02-28 20:42:03,0.333351,959.94672,0.0
2024-02-28 20:42:04,0.326104,959.94672,0.0
2024-02-28 20:42:04,0.326104,981.28,0.0
2024-02-28 20:42:04,0.321836,981.28,0.0
2024-02-28 20:42:04,0.321836,994.29344,0.0
2024-02-28 20:42:04,0.317393,994.29344,0.0
2024-02-28 20:42:04,0.317393,1008.2134,0.0
2024-02-28 20:42:05,0.322684,1008.2134,0.0
2024-02-28 20:42:05,0.322684,991.68,0.0
2024-02-28 20:42:05,0.319607,991.68,0.0
2024-02-28 20:42:05,0.319607,1001.2266,0.0
2024-02-28 20:42:06,0.328731,1001.2266,0.0
2024-02-28 20:42:06,0.328731,973.43992,0.0
2024-02-28 20:42:07,0.329308,973.43992,0.0
2024-02-28 20:42:07,0.329308,971.73328,0.0
2024-02-28 20:42:07,0.333259,971.73328,0.0
2024-02-28 20:42:07,0.333259,960.21344,0.0
2024-02-28 20:42:07,0.331656,960.21344,0.0
2024-02-28 20:42:07,0.331656,964.85344,0.0
2024-02-28 20:42:07,0.332354,964.85344,0.0
2024-02-28 20:42:08,0.332354,962.8268,0.0
2024-02-28 20:42:08,0.332373,962.8268,0.0
2024-02-28 20:42:08,0.332373,962.77344,0.0
2024-02-28 20:42:08,0.335701,962.77344,0.0
2024-02-28 20:42:08,0.335701,953.2268,0.0
2024-02-28 20:42:08,0.327725,953.2268,0.0
2024-02-28 20:42:09,0.327725,976.42664,0.0
2024-02-28 20:42:09,375.0,976.42664,0.0
2024-02-28 20:42:09,375.0,0.853333,0.0
2024-02-28 20:42:09,0.324447,0.853333,0.0
2024-02-28 20:42:09,0.324447,986.29344,0.0
2024-02-28 20:42:09,0.324534,986.29344,0.0
2024-02-28 20:42:09,0.324534,986.0268,0.0
2024-02-28 20:42:10,0.332686,986.0268,0.0
2024-02-28 20:42:10,0.332686,961.86672,0.0
2024-02-28 20:42:10,0.333927,961.86672,0.0
2024-02-28 20:42:10,0.333927,958.29344,0.0
2024-02-28 20:42:10,0.335083,958.29344,0.0
2024-02-28 20:42:10,0.335083,954.98664,0.0
2024-02-28 20:42:10,0.333259,954.98664,0.0
2024-02-28 20:42:11,0.333259,960.21344,0.0
2024-02-28 20:42:12,0.333704,960.21344,0.0
2024-02-28 20:42:12,0.333704,958.93328,0.0
2024-02-28 20:42:12,0.335101,958.93328,0.0
2024-02-28 20:42:12,0.335101,954.93344,0.0
2024-02-28 20:42:12,0.328749,954.93344,0.0
2024-02-28 20:42:12,0.328749,973.38672,0.0
2024-02-28 20:42:12,0.326477,973.38672,0.0
2024-02-28 20:42:13,0.326477,980.16,0.0
2024-02-28 20:42:13,0.318083,980.16,0.0
2024-02-28 20:42:13,0.318083,1006.0266,0.0
2024-02-28 20:42:13,250.0,1006.0266,0.0
2024-02-28 20:42:14,250.0,1.28,0.0
2024-02-28 20:42:14,0.332042,1.28,0.0
2024-02-28 20:42:14,0.332042,963.73344,0.0
2024-02-28 20:42:14,0.333908,963.73344,0.0
2024-02-28 20:42:14,0.333908,958.34648,0.0
2024-02-28 20:42:14,0.333277,958.34648,0.0
2024-02-28 20:42:15,0.333277,960.16,0.0
2024-02-28 20:42:15,0.332354,960.16,0.0
2024-02-28 20:42:15,0.332354,962.8268,0.0
2024-02-28 20:42:15,0.326779,962.8268,0.0
2024-02-28 20:42:15,0.326779,979.25344,0.0
2024-02-28 20:42:15,0.322493,979.25344,0.0
2024-02-28 20:42:15,0.322493,992.2668,0.0
2024-02-28 20:42:16,375.0,992.2668,0.0
2024-02-28 20:42:16,375.0,0.853333,0.0
2024-02-28 20:42:18,0.32938,0.853333,0.0
2024-02-28 20:42:18,0.32938,971.51992,0.0
2024-02-28 20:42:19,0.326797,971.51992,0.0
2024-02-28 20:42:19,0.326797,979.19992,0.0
2024-02-28 20:42:19,0.320034,979.19992,0.0
2024-02-28 20:42:19,0.320034,999.89344,0.0
2024-02-28 20:42:20,0.327064,999.89344,0.0
2024-02-28 20:42:20,0.327064,978.39992,0.0
2024-02-28 20:42:20,0.327046,978.39992,0.0
2024-02-28 20:42:20,0.327046,978.45344,0.0
2024-02-28 20:42:20,0.323537,978.45344,0.0
2024-02-28 20:42:20,0.323537,989.06672,0.0
2024-02-28 20:42:21,0.319115,989.06672,0.0
2024-02-28 20:42:21,0.319115,1002.7734,0.0
2024-02-28 20:42:21,0.325397,1002.7734,0.0
2024-02-28 20:42:21,0.325397,983.41328,0.0
2024-02-28 20:42:21,0.320119,983.41328,0.0
2024-02-28 20:42:21,0.320119,999.62664,0.0
2024-02-28 20:42:22,0.334057,999.62664,0.0
2024-02-28 20:42:22,0.334057,957.92,0.0
2024-02-28 20:42:22,0.335551,957.92,0.0
2024-02-28 20:42:22,0.335551,953.6532,0.0
2024-02-28 20:42:22,0.332262,953.6532,0.0
2024-02-28 20:42:22,0.332262,963.09344,0.0
2024-02-28 20:42:22,0.333796,963.09344,0.0
2024-02-28 20:42:23,0.333796,958.66672,0.0
2024-02-28 20:42:23,0.327832,958.66672,0.0
2024-02-28 20:42:23,0.327832,976.10664,0.0
2024-02-28 20:42:24,0.325962,976.10664,0.0
2024-02-28 20:42:24,0.325962,981.70672,0.0
2024-02-28 20:42:24,0.328353,981.70672,0.0
2024-02-28 20:42:24,0.328353,974.56,0.0
2024-02-28 20:42:24,0.316622,974.56,0.0
2024-02-28 20:42:24,0.316622,1010.6667,0.0
2024-02-28 20:42:24,0.320119,1010.6667,0.0
2024-02-28 20:42:25,0.320119,999.62664,0.0
2024-02-28 20:42:25,0.324289,999.62664,0.0
2024-02-28 20:42:25,0.324289,986.77344,0.0
2024-02-28 20:42:25,0.32637,986.77344,0.0
2024-02-28 20:42:25,0.32637,980.48,0.0
2024-02-28 20:42:25,0.335532,980.48,0.0
2024-02-28 20:42:25,0.335532,953.70672,0.0
2024-02-28 20:42:26,0.334205,953.70672,0.0
2024-02-28 20:42:26,0.334205,957.49344,0.0
2024-02-28 20:42:26,0.333296,957.49344,0.0
2024-02-28 20:42:26,0.333296,960.10664,0.0
2024-02-28 20:42:27,0.335027,960.10664,0.0
